TIME,SPEED
57.377,57.5433
57.379,57.5410
57.381,57.5388
57.383,57.5365
57.385,57.5343
57.387,57.5320
57.389,57.5298
57.391,57.5275
57.393,57.5253
57.395,57.5230
57.397,57.5207
57.399,57.5185
57.401,57.5162
57.403,57.5140
57.405,57.5117
57.407,57.5095
57.409,57.5072
57.411,57.5049
57.413,57.5027
57.415,57.5004
57.417,57.4982
57.419,57.4959
57.421,57.4937
57.423,57.4914
57.425,57.4892
57.427,57.4869
57.429,57.4847
57.431,57.4824
57.433,57.4801
57.435,57.4779
57.437,57.4756
57.439,57.4734
57.441,57.4711
57.443,57.4689
57.445,57.4666
57.447,57.4644
57.449,57.4621
57.451,57.4598
57.453,57.4576
57.455,57.4553
57.457,57.4531
57.459,57.4508
57.461,57.4486
57.463,57.4463
57.465,57.4441
57.467,57.4418
57.469,57.4396
57.471,57.4373
57.473,57.4351
57.475,57.4328
57.477,57.4305
57.479,57.4283
57.481,57.4260
57.483,57.4238
57.485,57.4215
57.487,57.4193
57.489,57.4170
57.491,57.4148
57.493,57.4125
57.495,57.4103
57.497,57.4080
57.499,57.4058
57.501,57.4035
57.503,57.4013
57.505,57.3990
57.507,57.3967
57.509,57.3945
57.511,57.3922
57.513,57.3900
57.515,57.3877
57.517,57.3855
57.519,57.3832
57.521,57.3810
57.523,57.3787
57.525,57.3765
57.527,57.3742
57.529,57.3720
57.531,57.3697
57.533,57.3675
57.535,57.3652
57.537,57.3630
57.539,57.3607
57.541,57.3585
57.543,57.3562
57.545,57.3540
57.547,57.3517
57.549,57.3495
57.551,57.3472
57.553,57.3450
57.555,57.3427
57.557,57.3405
57.559,57.3382
57.561,57.3360
57.563,57.3337
57.565,57.3315
57.567,57.3292
57.569,57.3270
57.571,57.3247
57.573,57.3225
57.575,57.3202
57.577,57.3180
57.579,57.3157
57.581,57.3135
57.583,57.3112
57.585,57.3090
57.587,57.3067
57.589,57.3045
57.591,57.3022
57.593,57.3000
57.595,57.2977
57.597,57.2955
57.599,57.2932
57.601,57.2910
57.603,57.2887
57.605,57.2865
57.607,57.2842
57.609,57.2820
57.611,57.2797
57.613,57.2775
57.615,57.2752
57.617,57.2730
57.619,57.2707
57.621,57.2685
57.623,57.2662
57.625,57.2640
57.627,57.2617
57.629,57.2595
57.631,57.2572
57.633,57.2550
57.635,57.2527
57.637,57.2505
57.639,57.2482
57.641,57.2460
57.643,57.2437
57.645,57.2415
57.647,57.2392
57.649,57.2370
57.651,57.2347
57.653,57.2325
57.655,57.2303
57.657,57.2280
57.659,57.2258
57.661,57.2235
57.663,57.2213
57.665,57.2190
57.667,57.2168
57.669,57.2146
57.671,57.2123
57.673,57.2101
57.675,57.2078
57.677,57.2056
57.679,57.2033
57.681,57.2011
57.683,57.1988
57.685,57.1966
57.687,57.1943
57.689,57.1921
57.691,57.1898
57.693,57.1876
57.695,57.1853
57.697,57.1831
57.699,57.1808
57.701,57.1786
57.703,57.1763
57.705,57.1741
57.707,57.1718
57.709,57.1696
57.711,57.1673
57.713,57.1651
57.715,57.1629
57.717,57.1606
57.719,57.1584
57.721,57.1561
57.723,57.1539
57.725,57.1516
57.727,57.1494
57.729,57.1471
57.731,57.1449
57.733,57.1426
57.735,57.1404
57.737,57.1382
57.739,57.1359
57.741,57.1337
57.743,57.1314
57.745,57.1292
57.747,57.1269
57.749,57.1247
57.751,57.1224
57.753,57.1202
57.755,57.1180
57.757,57.1157
57.759,57.1135
57.761,57.1112
57.763,57.1090
57.765,57.1067
57.767,57.1045
57.769,57.1023
57.771,57.1000
57.773,57.0978
57.775,57.0955
57.777,57.0933
57.779,57.0910
57.781,57.0888
57.783,57.0866
57.785,57.0843
57.787,57.0821
57.789,57.0798
57.791,57.0776
57.793,57.0753
57.795,57.0731
57.797,57.0709
57.799,57.0686
57.801,57.0664
57.803,57.0641
57.805,57.0619
57.807,57.0597
57.809,57.0574
57.811,57.0552
57.813,57.0529
57.815,57.0507
57.817,57.0484
57.819,57.0462
57.821,57.0440
57.823,57.0417
57.825,57.0395
57.827,57.0372
57.829,57.0350
57.831,57.0328
57.833,57.0305
57.835,57.0283
57.837,57.0260
57.839,57.0238
57.841,57.0216
57.843,57.0193
57.845,57.0171
57.847,57.0148
57.849,57.0126
57.851,57.0103
57.853,57.0081
57.855,57.0059
57.857,57.0036
57.859,57.0014
57.861,56.9992
57.863,56.9969
57.865,56.9947
57.867,56.9924
57.869,56.9902
57.871,56.9879
57.873,56.9857
57.875,56.9835
57.877,56.9812
57.879,56.9790
57.881,56.9768
57.883,56.9745
57.885,56.9723
57.887,56.9700
57.889,56.9678
57.891,56.9655
57.893,56.9633
57.895,56.9611
57.897,56.9588
57.899,56.9566
57.901,56.9544
57.903,56.9521
57.905,56.9499
57.907,56.9476
57.909,56.9454
57.911,56.9432
57.913,56.9409
57.915,56.9387
57.917,56.9364
57.919,56.9342
57.921,56.9320
57.923,56.9297
57.925,56.9275
57.927,56.9253
57.929,56.9230
57.931,56.9208
57.933,56.9185
57.935,56.9163
57.937,56.9141
57.939,56.9118
57.941,56.9096
57.943,56.9073
57.945,56.9051
57.947,56.9029
57.949,56.9006
57.951,56.8984
57.953,56.8962
57.955,56.8939
57.957,56.8917
57.959,56.8894
57.961,56.8872
57.963,56.8850
57.965,56.8827
57.967,56.8805
57.969,56.8783
57.971,56.8760
57.973,56.8738
57.975,56.8715
57.977,56.8693
57.979,56.8671
57.981,56.8648
57.983,56.8626
57.985,56.8604
57.987,56.8581
57.989,56.8559
57.991,56.8537
57.993,56.8514
57.995,56.8492
57.997,56.8469
57.999,56.8447
58.001,56.8425
58.003,56.8402
58.005,56.8380
58.007,56.8358
58.009,56.8335
58.011,56.8313
58.013,56.8291
58.015,56.8268
58.017,56.8246
58.019,56.8224
58.021,56.8201
58.023,56.8179
58.025,56.8156
58.027,56.8134
58.029,56.8112
58.031,56.8089
58.033,56.8067
58.035,56.8045
58.037,56.8022
58.039,56.8000
58.041,56.7978
58.043,56.7955
58.045,56.7933
58.047,56.7911
58.049,56.7888
58.051,56.7866
58.053,56.7844
58.055,56.7821
58.057,56.7799
58.059,56.7777
58.061,56.7754
58.063,56.7732
58.065,56.7710
58.067,56.7687
58.069,56.7665
58.071,56.7643
58.073,56.7620
58.075,56.7598
58.077,56.7576
58.079,56.7553
58.081,56.7531
58.083,56.7509
58.085,56.7486
58.087,56.7464
58.089,56.7442
58.091,56.7419
58.093,56.7397
58.095,56.7375
58.097,56.7352
58.099,56.7330
58.101,56.7308
58.103,56.7285
58.105,56.7263
58.107,56.7241
58.109,56.7218
58.111,56.7196
58.113,56.7174
58.115,56.7151
58.117,56.7129
58.119,56.7107
58.121,56.7085
58.123,56.7062
58.125,56.7040
58.127,56.7018
58.129,56.6995
58.131,56.6973
58.133,56.6951
58.135,56.6928
58.137,56.6906
58.139,56.6884
58.141,56.6861
58.143,56.6839
58.145,56.6817
58.147,56.6794
58.149,56.6772
58.151,56.6750
58.153,56.6727
58.155,56.6705
58.157,56.6683
58.159,56.6661
58.161,56.6638
58.163,56.6616
58.165,56.6594
58.167,56.6572
58.169,56.6549
58.171,56.6527
58.173,56.6505
58.175,56.6482
58.177,56.6460
58.179,56.6438
58.181,56.6415
58.183,56.6393
58.185,56.6371
58.187,56.6349
58.189,56.6326
58.191,56.6304
58.193,56.6282
58.195,56.6259
58.197,56.6237
58.199,56.6215
58.201,56.6192
58.203,56.6170
58.205,56.6148
58.207,56.6125
58.209,56.6103
58.211,56.6081
58.213,56.6059
58.215,56.6036
58.217,56.6014
58.219,56.5992
58.221,56.5969
58.223,56.5947
58.225,56.5925
58.227,56.5903
58.229,56.5880
58.231,56.5858
58.233,56.5835
58.235,56.5814
58.237,56.5791
58.239,56.5769
58.241,56.5747
58.243,56.5725
58.245,56.5702
58.247,56.5680
58.249,56.5658
58.251,56.5635
58.253,56.5613
58.255,56.5591
58.257,56.5569
58.259,56.5546
58.261,56.5524
58.263,56.5502
58.265,56.5479
58.267,56.5457
58.269,56.5435
58.271,56.5413
58.273,56.5390
58.275,56.5368
58.277,56.5346
58.279,56.5323
58.281,56.5301
58.283,56.5279
58.285,56.5257
58.287,56.5234
58.289,56.5212
58.291,56.5190
58.293,56.5168
58.295,56.5145
58.297,56.5123
58.299,56.5101
58.301,56.5079
58.303,56.5056
58.305,56.5034
58.307,56.5012
58.309,56.4990
58.311,56.4967
58.313,56.4945
58.315,56.4923
58.317,56.4901
58.319,56.4878
58.321,56.4856
58.323,56.4834
58.325,56.4812
58.327,56.4789
58.329,56.4767
58.331,56.4745
58.333,56.4723
58.335,56.4701
58.337,56.4678
58.339,56.4656
58.341,56.4634
58.343,56.4612
58.345,56.4589
58.347,56.4567
58.349,56.4545
58.351,56.4523
58.353,56.4500
58.355,56.4478
58.357,56.4456
58.359,56.4434
58.361,56.4411
58.363,56.4389
58.365,56.4367
58.367,56.4345
58.369,56.4323
58.371,56.4300
58.373,56.4278
58.375,56.4256
58.377,56.4234
58.379,56.4211
58.381,56.4189
58.383,56.4167
58.385,56.4145
58.387,56.4123
58.389,56.4100
58.391,56.4078
58.393,56.4056
58.395,56.4034
58.397,56.4012
58.399,56.3989
58.401,56.3967
58.403,56.3945
58.405,56.3923
58.407,56.3900
58.409,56.3878
58.411,56.3856
58.413,56.3834
58.415,56.3812
58.417,56.3789
58.419,56.3767
58.421,56.3745
58.423,56.3723
58.425,56.3700
58.427,56.3678
58.429,56.3656
58.431,56.3634
58.433,56.3612
58.435,56.3589
58.437,56.3567
58.439,56.3545
58.441,56.3523
58.443,56.3501
58.445,56.3478
58.447,56.3456
58.449,56.3434
58.451,56.3412
58.453,56.3389
58.455,56.3367
58.457,56.3345
58.459,56.3323
58.461,56.3301
58.463,56.3278
58.465,56.3256
58.467,56.3234
58.469,56.3212
58.471,56.3190
58.473,56.3168
58.475,56.3145
58.477,56.3123
58.479,56.3101
58.481,56.3079
58.483,56.3057
58.485,56.3034
58.487,56.3012
58.489,56.2990
58.491,56.2968
58.493,56.2946
58.495,56.2923
58.497,56.2901
58.499,56.2879
58.501,56.2857
58.503,56.2835
58.505,56.2813
58.507,56.2790
58.509,56.2768
58.511,56.2746
58.513,56.2724
58.515,56.2702
58.517,56.2679
58.519,56.2657
58.521,56.2635
58.523,56.2613
58.525,56.2591
58.527,56.2568
58.529,56.2546
58.531,56.2524
58.533,56.2502
58.535,56.2480
58.537,56.2458
58.539,56.2435
58.541,56.2413
58.543,56.2391
58.545,56.2369
58.547,56.2347
58.549,56.2325
58.551,56.2302
58.553,56.2280
58.555,56.2258
58.557,56.2236
58.559,56.2214
58.561,56.2192
58.563,56.2169
58.565,56.2147
58.567,56.2125
58.569,56.2103
58.571,56.2081
58.573,56.2059
58.575,56.2036
58.577,56.2014
58.579,56.1992
58.581,56.1970
58.583,56.1948
58.585,56.1926
58.587,56.1903
58.589,56.1881
58.591,56.1859
58.593,56.1837
58.595,56.1815
58.597,56.1793
58.599,56.1770
58.601,56.1748
58.603,56.1726
58.605,56.1704
58.607,56.1682
58.609,56.1660
58.611,56.1638
58.613,56.1615
58.615,56.1593
58.617,56.1571
58.619,56.1549
58.621,56.1527
58.623,56.1505
58.625,56.1483
58.627,56.1460
58.629,56.1438
58.631,56.1416
58.633,56.1394
58.635,56.1372
58.637,56.1350
58.639,56.1328
58.641,56.1305
58.643,56.1283
58.645,56.1261
58.647,56.1239
58.649,56.1217
58.651,56.1195
58.653,56.1173
58.655,56.1150
58.657,56.1128
58.659,56.1106
58.661,56.1084
58.663,56.1062
58.665,56.1040
58.667,56.1018
58.669,56.0995
58.671,56.0973
58.673,56.0951
58.675,56.0929
58.677,56.0907
58.679,56.0885
58.681,56.0863
58.683,56.0841
58.685,56.0818
58.687,56.0796
58.689,56.0774
58.691,56.0752
58.693,56.0730
58.695,56.0708
58.697,56.0686
58.699,56.0664
58.701,56.0641
58.703,56.0619
58.705,56.0597
58.707,56.0575
58.709,56.0553
58.711,56.0531
58.713,56.0509
58.715,56.0487
58.717,56.0464
58.719,56.0442
58.721,56.0420
58.723,56.0398
58.725,56.0376
58.727,56.0354
58.729,56.0332
58.731,56.0310
58.733,56.0288
58.735,56.0266
58.737,56.0243
58.739,56.0221
58.741,56.0199
58.743,56.0177
58.745,56.0155
58.747,56.0133
58.749,56.0111
58.751,56.0089
58.753,56.0067
58.755,56.0044
58.757,56.0022
58.759,56.0000
58.761,55.9978
58.763,55.9956
58.765,55.9934
58.767,55.9912
58.769,55.9890
58.771,55.9868
58.773,55.9846
58.775,55.9824
58.777,55.9801
58.779,55.9779
58.781,55.9757
58.783,55.9735
58.785,55.9713
58.787,55.9691
58.789,55.9669
58.791,55.9647
58.793,55.9625
58.795,55.9603
58.797,55.9580
58.799,55.9558
58.801,55.9536
58.803,55.9514
58.805,55.9492
58.807,55.9470
58.809,55.9448
58.811,55.9426
58.813,55.9404
58.815,55.9382
58.817,55.9360
58.819,55.9338
58.821,55.9316
58.823,55.9293
58.825,55.9271
58.827,55.9249
58.829,55.9227
58.831,55.9205
58.833,55.9183
58.835,55.9161
58.837,55.9138
58.839,55.9117
58.841,55.9095
58.843,55.9073
58.845,55.9051
58.847,55.9028
58.849,55.9006
58.851,55.8984
58.853,55.8962
58.855,55.8940
58.857,55.8918
58.859,55.8896
58.861,55.8874
58.863,55.8852
58.865,55.8830
58.867,55.8808
58.869,55.8786
58.871,55.8764
58.873,55.8742
58.875,55.8719
58.877,55.8697
58.879,55.8675
58.881,55.8653
58.883,55.8631
58.885,55.8609
58.887,55.8587
58.889,55.8565
58.891,55.8543
58.893,55.8521
58.895,55.8499
58.897,55.8477
58.899,55.8455
58.901,55.8433
58.903,55.8411
58.905,55.8389
58.907,55.8367
58.909,55.8345
58.911,55.8322
58.913,55.8300
58.915,55.8278
58.917,55.8256
58.919,55.8234
58.921,55.8212
58.923,55.8190
58.925,55.8168
58.927,55.8146
58.929,55.8124
58.931,55.8102
58.933,55.8080
58.935,55.8058
58.937,55.8036
58.939,55.8014
58.941,55.7992
58.943,55.7970
58.945,55.7948
58.947,55.7926
58.949,55.7904
58.951,55.7882
58.953,55.7860
58.955,55.7838
58.957,55.7815
58.959,55.7794
58.961,55.7771
58.963,55.7749
58.965,55.7727
58.967,55.7705
58.969,55.7683
58.971,55.7661
58.973,55.7639
58.975,55.7617
58.977,55.7595
58.979,55.7573
58.981,55.7551
58.983,55.7529
58.985,55.7507
58.987,55.7485
58.989,55.7463
58.991,55.7441
58.993,55.7419
58.995,55.7397
58.997,55.7375
58.999,55.7353
59.001,55.7331
59.003,55.7309
59.005,55.7287
59.007,55.7265
59.009,55.7243
59.011,55.7221
59.013,55.7199
59.015,55.7177
59.017,55.7155
59.019,55.7133
59.021,55.7111
59.023,55.7089
59.025,55.7067
59.027,55.7045
59.029,55.7023
59.031,55.7001
59.033,55.6979
59.035,55.6957
59.037,55.6935
59.039,55.6913
59.041,55.6891
59.043,55.6869
59.045,55.6847
59.047,55.6825
59.049,55.6803
59.051,55.6781
59.053,55.6759
59.055,55.6737
59.057,55.6715
59.059,55.6693
59.061,55.6671
59.063,55.6649
59.065,55.6627
59.067,55.6605
59.069,55.6583
59.071,55.6561
59.073,55.6539
59.075,55.6517
59.077,55.6495
59.079,55.6473
59.081,55.6451
59.083,55.6429
59.085,55.6407
59.087,55.6385
59.089,55.6363
59.091,55.6341
59.093,55.6319
59.095,55.6297
59.097,55.6275
59.099,55.6253
59.101,55.6231
59.103,55.6209
59.105,55.6187
59.107,55.6165
59.109,55.6143
59.111,55.6121
59.113,55.6099
59.115,55.6077
59.117,55.6055
59.119,55.6033
59.120,55.6011
59.122,55.5989
59.124,55.5967
59.126,55.5945
59.128,55.5923
59.130,55.5901
59.132,55.5879
59.134,55.5857
59.136,55.5835
59.138,55.5813
59.140,55.5791
59.142,55.5769
59.144,55.5747
59.146,55.5725
59.148,55.5703
59.150,55.5681
59.152,55.5659
59.154,55.5637
59.156,55.5615
59.158,55.5593
59.160,55.5571
59.162,55.5549
59.164,55.5528
59.166,55.5505
59.168,55.5484
59.170,55.5462
59.172,55.5440
59.174,55.5418
59.176,55.5396
59.178,55.5374
59.180,55.5352
59.182,55.5330
59.184,55.5308
59.186,55.5286
59.188,55.5264
59.190,55.5242
59.192,55.5220
59.194,55.5198
59.196,55.5176
59.198,55.5154
59.200,55.5132
59.202,55.5110
59.204,55.5088
59.206,55.5066
59.208,55.5044
59.210,55.5022
59.212,55.5000
59.214,55.4979
59.216,55.4957
59.218,55.4935
59.220,55.4913
59.222,55.4891
59.224,55.4869
59.226,55.4847
59.228,55.4825
59.230,55.4803
59.232,55.4781
59.234,55.4759
59.236,55.4737
59.238,55.4715
59.240,55.4693
59.242,55.4671
59.244,55.4649
59.246,55.4627
59.248,55.4605
59.250,55.4584
59.252,55.4562
59.254,55.4540
59.256,55.4518
59.258,55.4496
59.260,55.4474
59.262,55.4452
59.264,55.4430
59.266,55.4408
59.268,55.4386
59.270,55.4364
59.272,55.4342
59.274,55.4320
59.276,55.4298
59.278,55.4277
59.280,55.4255
59.282,55.4233
59.284,55.4211
59.286,55.4189
59.288,55.4167
59.290,55.4145
59.292,55.4123
59.294,55.4101
59.296,55.4079
59.298,55.4057
59.300,55.4035
59.302,55.4013
59.304,55.3991
59.306,55.3970
59.308,55.3948
59.310,55.3926
59.312,55.3904
59.314,55.3882
59.316,55.3860
59.318,55.3838
59.320,55.3816
59.322,55.3794
59.324,55.3772
59.326,55.3750
59.328,55.3729
59.330,55.3707
59.332,55.3685
59.334,55.3663
59.336,55.3641
59.338,55.3619
59.340,55.3597
59.342,55.3575
59.344,55.3553
59.346,55.3531
59.348,55.3509
59.350,55.3487
59.352,55.3466
59.354,55.3444
59.356,55.3422
59.358,55.3400
59.360,55.3378
59.362,55.3356
59.364,55.3334
59.366,55.3312
59.368,55.3290
59.370,55.3268
59.372,55.3247
59.374,55.3225
59.376,55.3203
59.378,55.3181
59.380,55.3159
59.382,55.3137
59.384,55.3115
59.386,55.3093
59.388,55.3071
59.390,55.3049
59.392,55.3028
59.394,55.3006
59.396,55.2984
59.398,55.2962
59.400,55.2940
59.402,55.2918
59.404,55.2896
59.406,55.2874
59.408,55.2852
59.410,55.2831
59.412,55.2809
59.414,55.2787
59.416,55.2765
59.418,55.2743
59.420,55.2721
59.422,55.2699
59.424,55.2677
59.426,55.2655
59.428,55.2634
59.430,55.2612
59.432,55.2590
59.434,55.2568
59.436,55.2546
59.438,55.2524
59.440,55.2502
59.442,55.2481
59.444,55.2459
59.446,55.2437
59.448,55.2415
59.450,55.2393
59.452,55.2371
59.454,55.2349
59.456,55.2327
59.458,55.2306
59.460,55.2284
59.462,55.2262
59.464,55.2240
59.466,55.2218
59.468,55.2196
59.470,55.2174
59.472,55.2152
59.474,55.2131
59.476,55.2109
59.478,55.2087
59.480,55.2065
59.482,55.2043
59.484,55.2021
59.486,55.1999
59.488,55.1978
59.490,55.1956
59.492,55.1934
59.494,55.1912
59.496,55.1890
59.498,55.1868
59.500,55.1846
59.502,55.1825
59.504,55.1803
59.506,55.1781
59.508,55.1759
59.510,55.1737
59.512,55.1715
59.514,55.1693
59.516,55.1672
59.518,55.1650
59.520,55.1628
59.522,55.1606
59.524,55.1584
59.526,55.1562
59.528,55.1541
59.530,55.1519
59.532,55.1497
59.534,55.1475
59.536,55.1453
59.538,55.1431
59.540,55.1409
59.542,55.1388
59.544,55.1366
59.546,55.1344
59.548,55.1322
59.550,55.1300
59.552,55.1278
59.554,55.1257
59.556,55.1235
59.558,55.1213
59.560,55.1191
59.562,55.1169
59.564,55.1147
59.566,55.1126
59.568,55.1104
59.570,55.1082
59.572,55.1060
59.574,55.1038
59.576,55.1016
59.578,55.0995
59.580,55.0973
59.582,55.0951
59.584,55.0929
59.586,55.0907
59.588,55.0885
59.590,55.0864
59.592,55.0842
59.594,55.0820
59.596,55.0798
59.598,55.0776
59.600,55.0754
59.602,55.0733
59.604,55.0711
59.606,55.0689
59.608,55.0667
59.610,55.0645
59.612,55.0624
59.614,55.0602
59.616,55.0580
59.618,55.0558
59.620,55.0536
59.622,55.0514
59.624,55.0493
59.626,55.0471
59.628,55.0449
59.630,55.0427
59.632,55.0405
59.634,55.0383
59.636,55.0362
59.638,55.0340
59.640,55.0318
59.642,55.0296
59.644,55.0274
59.646,55.0253
59.648,55.0231
59.650,55.0209
59.652,55.0187
59.654,55.0165
59.656,55.0144
59.658,55.0122
59.660,55.0100
59.662,55.0078
59.664,55.0056
59.666,55.0034
59.668,55.0013
59.670,54.9991
59.672,54.9969
59.674,54.9947
59.676,54.9926
59.678,54.9904
59.680,54.9882
59.682,54.9860
59.684,54.9838
59.686,54.9817
59.688,54.9795
59.690,54.9773
59.692,54.9751
59.694,54.9729
59.696,54.9708
59.698,54.9686
59.700,54.9664
59.702,54.9642
59.704,54.9620
59.706,54.9599
59.708,54.9577
59.710,54.9555
59.712,54.9533
59.714,54.9512
59.716,54.9490
59.718,54.9468
59.720,54.9446
59.722,54.9424
59.724,54.9403
59.726,54.9381
59.728,54.9359
59.730,54.9337
59.732,54.9315
59.734,54.9294
59.736,54.9272
59.738,54.9250
59.740,54.9228
59.742,54.9207
59.744,54.9185
59.746,54.9163
59.748,54.9141
59.750,54.9119
59.752,54.9098
59.754,54.9076
59.756,54.9054
59.758,54.9032
59.760,54.9011
59.762,54.8989
59.764,54.8967
59.766,54.8945
59.768,54.8923
59.770,54.8902
59.772,54.8880
59.774,54.8858
59.776,54.8836
59.778,54.8815
59.780,54.8793
59.782,54.8771
59.784,54.8749
59.786,54.8728
59.788,54.8706
59.790,54.8684
59.792,54.8662
59.794,54.8640
59.796,54.8619
59.798,54.8597
59.800,54.8575
59.802,54.8553
59.804,54.8532
59.806,54.8510
59.808,54.8488
59.810,54.8466
59.812,54.8445
59.814,54.8423
59.816,54.8401
59.818,54.8379
59.820,54.8358
59.822,54.8336
59.824,54.8314
59.826,54.8292
59.828,54.8271
59.830,54.8249
59.832,54.8227
59.834,54.8205
59.836,54.8183
59.838,54.8162
59.840,54.8140
59.842,54.8118
59.844,54.8097
59.846,54.8075
59.848,54.8053
59.850,54.8031
59.852,54.8010
59.854,54.7988
59.856,54.7966
59.858,54.7944
59.860,54.7923
59.862,54.7901
59.864,54.7879
59.866,54.7857
59.868,54.7836
59.870,54.7814
59.872,54.7792
59.874,54.7770
59.876,54.7749
59.878,54.7727
59.880,54.7705
59.882,54.7683
59.884,54.7662
59.886,54.7640
59.888,54.7618
59.890,54.7597
59.892,54.7575
59.894,54.7553
59.896,54.7531
59.898,54.7510
59.900,54.7488
59.902,54.7466
59.904,54.7444
59.906,54.7423
59.908,54.7401
59.910,54.7379
59.912,54.7357
59.914,54.7336
59.916,54.7314
59.918,54.7292
59.920,54.7271
59.922,54.7249
59.924,54.7227
59.926,54.7205
59.928,54.7184
59.930,54.7162
59.932,54.7140
59.934,54.7119
59.936,54.7097
59.938,54.7075
59.940,54.7053
59.942,54.7032
59.944,54.7010
59.946,54.6988
59.948,54.6967
59.950,54.6945
59.952,54.6923
59.954,54.6901
59.956,54.6880
59.958,54.6858
59.960,54.6836
59.962,54.6815
59.964,54.6793
59.966,54.6771
59.968,54.6749
59.970,54.6728
59.972,54.6706
59.974,54.6684
59.976,54.6663
59.978,54.6641
59.980,54.6619
59.982,54.6597
59.984,54.6576
59.986,54.6554
59.988,54.6532
59.990,54.6511
59.992,54.6489
59.994,54.6467
59.996,54.6446
59.998,54.6424
60.000,54.6402
60.002,54.6380
60.004,54.6359
60.006,54.6337
60.008,54.6316
60.010,54.6294
60.012,54.6272
60.014,54.6250
60.016,54.6229
60.018,54.6207
60.020,54.6185
60.022,54.6164
60.024,54.6142
60.026,54.6120
60.028,54.6099
60.030,54.6077
60.032,54.6055
60.034,54.6033
60.036,54.6012
60.038,54.5990
60.040,54.5968
60.042,54.5947
60.044,54.5925
60.046,54.5903
60.048,54.5882
60.050,54.5860
60.052,54.5838
60.054,54.5817
60.056,54.5795
60.058,54.5773
60.060,54.5752
60.062,54.5730
60.064,54.5708
60.066,54.5687
60.068,54.5665
60.070,54.5643
60.072,54.5622
60.074,54.5600
60.076,54.5578
60.078,54.5556
60.080,54.5535
60.082,54.5513
60.084,54.5491
60.086,54.5470
60.088,54.5448
60.090,54.5427
60.092,54.5405
60.094,54.5383
60.096,54.5362
60.098,54.5340
60.100,54.5318
60.102,54.5296
60.104,54.5275
60.106,54.5253
60.108,54.5232
60.110,54.5210
60.112,54.5188
60.114,54.5167
60.116,54.5145
60.118,54.5123
60.120,54.5101
60.122,54.5080
60.124,54.5058
60.126,54.5037
60.128,54.5015
60.130,54.4993
60.132,54.4972
60.134,54.4950
60.136,54.4928
60.138,54.4907
60.140,54.4885
60.142,54.4863
60.144,54.4842
60.146,54.4820
60.148,54.4798
60.150,54.4777
60.152,54.4755
60.154,54.4733
60.156,54.4712
60.158,54.4690
60.160,54.4669
60.162,54.4647
60.164,54.4625
60.166,54.4604
60.168,54.4582
60.170,54.4560
60.172,54.4539
60.174,54.4517
60.176,54.4495
60.178,54.4474
60.180,54.4452
60.182,54.4431
60.184,54.4409
60.186,54.4387
60.188,54.4366
60.190,54.4344
60.192,54.4322
60.194,54.4301
60.196,54.4279
60.198,54.4257
60.200,54.4236
60.202,54.4214
60.204,54.4192
60.206,54.4171
60.208,54.4149
60.210,54.4128
60.212,54.4106
60.214,54.4084
60.216,54.4063
60.218,54.4041
60.220,54.4019
60.222,54.3998
60.224,54.3976
60.226,54.3955
60.228,54.3933
60.230,54.3911
60.232,54.3890
60.234,54.3868
60.236,54.3846
60.238,54.3825
60.240,54.3803
60.242,54.3782
60.244,54.3760
60.246,54.3739
60.248,54.3717
60.250,54.3695
60.252,54.3674
60.254,54.3652
60.256,54.3631
60.258,54.3609
60.260,54.3587
60.262,54.3566
60.264,54.3544
60.266,54.3523
60.268,54.3501
60.270,54.3479
60.272,54.3458
60.274,54.3436
60.276,54.3414
60.278,54.3393
60.280,54.3371
60.282,54.3350
60.284,54.3328
60.286,54.3306
60.288,54.3285
60.290,54.3263
60.292,54.3241
60.294,54.3220
60.296,54.3198
60.298,54.3177
60.300,54.3155
60.302,54.3133
60.304,54.3112
60.306,54.3090
60.308,54.3069
60.310,54.3047
60.312,54.3025
60.314,54.3004
60.316,54.2982
60.318,54.2961
60.320,54.2939
60.322,54.2917
60.324,54.2896
60.326,54.2874
60.328,54.2853
60.330,54.2831
60.332,54.2809
60.334,54.2788
60.336,54.2766
60.338,54.2745
60.340,54.2723
60.342,54.2702
60.344,54.2680
60.346,54.2658
60.348,54.2637
60.350,54.2615
60.352,54.2594
60.354,54.2572
60.356,54.2550
60.358,54.2529
60.360,54.2507
60.362,54.2486
60.364,54.2464
60.366,54.2443
60.368,54.2421
60.370,54.2399
60.372,54.2378
60.374,54.2356
60.376,54.2335
60.378,54.2313
60.380,54.2292
60.382,54.2270
60.384,54.2248
60.386,54.2227
60.388,54.2205
60.390,54.2184
60.392,54.2162
60.394,54.2140
60.396,54.2119
60.398,54.2097
60.400,54.2076
60.402,54.2054
60.404,54.2033
60.406,54.2011
60.408,54.1989
60.410,54.1968
60.412,54.1946
60.414,54.1925
60.416,54.1903
60.418,54.1882
60.420,54.1860
60.422,54.1838
60.424,54.1817
60.426,54.1795
60.428,54.1774
60.430,54.1752
60.432,54.1731
60.434,54.1709
60.436,54.1688
60.438,54.1666
60.440,54.1644
60.442,54.1623
60.444,54.1601
60.446,54.1580
60.448,54.1558
60.450,54.1537
60.452,54.1515
60.454,54.1494
60.456,54.1472
60.458,54.1451
60.460,54.1429
60.462,54.1407
60.464,54.1386
60.466,54.1364
60.468,54.1343
60.470,54.1321
60.472,54.1300
60.474,54.1278
60.476,54.1257
60.478,54.1235
60.480,54.1213
60.482,54.1192
