x;y;u;v;column;row
0.3793;1.0000;0.3660;1.0125;11;19
0.4138;1.0000;0.3986;1.0113;12;19
0.4483;1.0000;0.4309;1.0104;13;19
0.4828;1.0000;0.4630;1.0096;14;19
0.5172;1.0000;0.4951;1.0091;15;19
0.5517;1.0000;0.5271;1.0087;16;19
0.5862;1.0000;0.5592;1.0086;17;19
0.6207;1.0000;0.5915;1.0087;18;19
0.6552;1.0000;0.6240;1.0090;19;19
0.6897;1.0000;0.6569;1.0095;20;19
0.7241;1.0000;0.6902;1.0103;21;19
0.7586;1.0000;0.7240;1.0113;22;19
0.7931;1.0000;0.7583;1.0124;23;19
0.8276;1.0000;0.7935;1.0139;24;19
0.8621;1.0000;0.8294;1.0155;25;19
0.8966;1.0000;0.8662;1.0174;26;19
0.9310;1.0000;0.9041;1.0196;27;19
0.9655;1.0000;0.9432;1.0220;28;19
1.0000;1.0000;0.9835;1.0247;29;19
