x;y;u;v;column;row
0.4138;1.0000;0.4239;1.0099;12;19
0.4483;1.0000;0.4544;1.0094;13;19
0.4828;1.0000;0.4848;1.0092;14;19
0.5172;1.0000;0.5152;1.0092;15;19
0.5517;1.0000;0.5456;1.0094;16;19
0.5862;1.0000;0.5761;1.0099;17;19
0.6207;1.0000;0.6068;1.0105;18;19
0.6552;1.0000;0.6378;1.0114;19;19
0.6897;1.0000;0.6691;1.0125;20;19
0.7241;1.0000;0.7010;1.0138;21;19
0.7586;1.0000;0.7333;1.0153;22;19
0.7931;1.0000;0.7664;1.0171;23;19
0.8276;1.0000;0.8001;1.0192;24;19
0.8621;1.0000;0.8347;1.0215;25;19
0.8966;1.0000;0.8703;1.0241;26;19
0.9310;1.0000;0.9069;1.0269;27;19
0.9655;1.0000;0.9448;1.0300;28;19
1.0000;1.0000;0.9840;1.0335;29;19
